pdname(ID),brand,SSD.cp,HDD.cp,RAM.cp,CPU.brand,CPU.bench,core num,screen size,resolution,DDR,SSD.kind,GPU.brand,GPU.brand,VRAM,HDMI,USB num,num keypad,weight,thickness,multireader,battery,operating system,price
삼성전자 노트북5 metal NT560XBE-K54A,13,512,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43,3,1084000
삼성전자 노트북5 metal NT560XBE-K54A,13,1024,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43,3,1155000
삼성전자 노트북5 metal NT560XBE-K54A,13,2048,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43,3,1640000
삼성전자 노트북5 metal NT560XBE-K54A,13,256,512,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43,3,1092000
삼성전자 노트북5 metal NT560XBE-K54A,13,256,1024,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43,3,1013000
레노버 씽크패드 X380 Yoga 20LHS0G900,12,512,0,16,1,8290,4,13.3,1,1,3,0,1057,0,1,3,0,1.43,18.2,1,51,3,2035000
MSI GE시리즈 GE63 레이더 RGB 8RF WIN10,9,256,0,8,1,12454,6,15.6,1,1,3,2,11355,8,1,3,0,2.49,29.5,1,51,3,1395000
MSI GS시리즈 GS73 Stealth 8RE,9,256,0,8,1,12454,6,17.3,1,1,3,2,9096,6,1,4,0,2.43,19.6,1,51,0,1279000
MSI 프레스티지 PS42 모던 8RA-i7,9,256,0,8,1,8942,4,14,1,1,3,2,2629,2,1,2,0,1.19,15.9,1,50,0,1089000
레노버 아이디어패드 330-15ICH i7 HEXA WIN10,12,128,0,4,1,12454,6,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45,3,859000
레노버 아이디어패드 330-15ICH i7 HEXA WIN10,12,128,1024,4,1,12454,6,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45,3,909000
레노버 아이디어패드 330S-14IKB i5 Gen 8 Slim WIN,12,128,0,4,1,7677,4,14,1,1,3,0,1057,0,1,2,0,1.47,18.95,1,52.5,3,615000
레노버 YOGA 730-13IWL 81JR0002KR,12,512,0,16,1,8942,4,13.3,4,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1576000
MSI GE시리즈 GE63 레이더 RGB 8SE,9,256,0,8,1,12454,6,15.6,1,1,3,2,12907,6,1,3,1,2.6,29.5,1,51,0,1697000
MSI GF시리즈 GF75 Thin 9SC-i7 파워팩 프로 WIN10,9,256,0,16,1,13723,6,17.3,1,1,3,2,7841,4,1,2,1,2.2,23.1,1,51,3,1444000
삼성전자 노트북5 NT550EAZ-AD51A,13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43,2,794000
삼성전자 노트북5 NT550EAZ-AD51A,13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43,2,962000
삼성전자 노트북5 NT550EAZ-AD51A,13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43,2,1050000
삼성전자 노트북5 NT550EAZ-AD51A,13,256,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43,2,895000
삼성전자 노트북5 NT550EAZ-AD51A,13,256,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43,2,915000
MSI GL시리즈 GL73 8SD,9,128,0,8,1,12454,6,17.3,1,1,3,2,11472,6,1,3,0,2.9,33,1,51,0,1253000
삼성전자 노트북5 metal NT560XBV-GD5A,13,256,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,882000
삼성전자 노트북5 metal NT560XBV-GD5A,13,512,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,975000
삼성전자 노트북5 metal NT560XBV-GD5A,13,1024,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,1201000
삼성전자 노트북5 metal NT560XBV-GD5A,13,2048,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,1705000
삼성전자 노트북5 metal NT560XBV-GD5A,13,256,512,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,943000
삼성전자 노트북5 metal NT560XBV-GD5A,13,256,1024,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43,2,948000
삼성전자 Odyssey NT800G5W-XD7S,13,256,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43,0,1163000
삼성전자 Odyssey NT800G5W-XD7S,13,512,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43,0,1399000
삼성전자 Odyssey NT800G5W-XD7S,13,1024,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43,0,1592000
삼성전자 Odyssey NT800G5W-XD7S,13,2048,1024,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43,0,2130000
레노버 아이디어패드 330S-14IKB i7 Gen 8 Slim,12,256,0,8,1,8290,4,14,1,1,3,0,1057,0,1,2,0,1.47,18.95,1,52.5,0,729000
삼성전자 2018 노트북9 Always NT900X3Y-A58A,13,256,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30,2,968000
삼성전자 2018 노트북9 Always NT900X3Y-A58A,13,512,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30,2,1369940
삼성전자 2018 노트북9 Always NT900X3Y-A58A,13,1024,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30,2,1342000
삼성전자 2018 노트북9 Always NT900X3Y-A58A,13,2048,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30,2,2582000
레노버 LEGION Y540-15IRH i7 Blade W10P,12,256,0,8,1,13723,6,15.6,1,1,3,2,11472,6,1,2,1,2.3,26,0,57,3,1436000
한성컴퓨터 TFG155W,17,256,0,8,1,12454,6,15.6,1,1,2,2,6030,4,1,3,0,1.87,19,1,62.32,3,1064000
삼성전자 2018 노트북9 Always NT900X3V-A78A,13,256,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1290000
삼성전자 2018 노트북9 Always NT900X3V-A78A,13,512,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1328000
삼성전자 2018 노트북9 Always NT900X3V-A78A,13,1024,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1450000
삼성전자 2018 노트북9 Always NT900X3V-A78A,13,2048,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1970000
삼성전자 2017 노트북9 Always NT900X5Y-XD5S,13,256,0,8,1,3489,2,15,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66,0,1173000
삼성전자 2017 노트북9 Always NT900X5Y-XD5S,13,512,0,8,1,3489,2,15,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66,0,1351000
삼성전자 2017 노트북9 Always NT900X5Y-XD5S,13,1024,0,8,1,3489,2,15,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66,0,1569000
레노버 아이디어패드 S540-15 Raise i5,12,256,0,8,1,7989,4,15.6,1,1,3,2,2629,2,1,2,1,1.8,16.9,1,45,0,747000
레노버 아이디어패드 C340-14IWL PenGold Whiskey,12,128,0,4,1,3194,2,14,1,1,3,0,779,0,1,2,0,1.65,17.9,1,45,3,565000
삼성전자 노트북5 metal NT550XAA-X54A,13,256,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,960000
삼성전자 노트북5 metal NT550XAA-X54A,13,512,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,1142000
삼성전자 노트북5 metal NT550XAA-X54A,13,1024,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,1259000
삼성전자 노트북5 metal NT550XAA-X54A,13,2048,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,2068000
삼성전자 노트북5 metal NT550XAA-X54A,13,256,512,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,1135000
삼성전자 노트북5 metal NT550XAA-X54A,13,256,1024,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43,3,1175000
HP 프로북 450 G5-8A,6,512,1024,32,1,8290,4,15.6,1,1,2,0,1057,0,1,3,0,2.1,20.8,1,48,3,1614000
삼성전자 2018 노트북 Pen NT930QAA-K38WA,13,256,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1050000
삼성전자 2018 노트북 Pen NT930QAA-K38WA,13,512,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1230000
삼성전자 2018 노트북 Pen NT930QAA-K38WA,13,1024,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1285000
삼성전자 2018 노트북 Pen NT930QAA-K38WA,13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,2549000
한성컴퓨터 XH58 BossMonster Hero5400 WIN,17,256,0,8,1,5200,2,15.6,1,1,2,2,4727,4,1,3,0,2.34,31.7,1,47,3,805000
레노버 아이디어패드 330-17ICH i7 Double Action,12,128,0,4,1,12454,6,17.3,1,1,3,2,4727,4,1,2,1,2.8,24.9,1,45,0,845000
MSI 프레스티지 PS63 모던 8SC-i5,9,256,0,8,1,7989,4,15.6,1,1,3,2,7841,4,1,3,0,1.6,15.9,1,82,0,1296000
삼성전자 2018 노트북 Pen NT930QAA-K38A,13,256,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1093000
삼성전자 2018 노트북 Pen NT930QAA-K38A,13,512,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1223000
삼성전자 2018 노트북 Pen NT930QAA-K38A,13,1024,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1380000
삼성전자 2018 노트북 Pen NT930QAA-K38A,13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,2289000
레노버 아이디어패드 330-15ICH i5 Quad WIN10,12,128,0,4,1,9496,4,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45,3,750000
레노버 아이디어패드 330-15ICH i5 Quad WIN10,12,128,1024,4,1,9496,4,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45,3,798000
MSI GL시리즈 GL73 8SE 슈퍼 얼티밋 프로,9,512,1024,16,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33,1,51,0,1843000
MSI GS시리즈 GS75 Stealth 8SG WIN10,9,256,0,8,1,12454,6,17.3,1,1,3,2,12977,8,1,3,1,2.25,18.95,1,82,3,3218000
MSI GP시리즈 GP63 Leopard 8RE 얼티밋 파워팩 프로,9,256,1024,16,1,12454,6,15.6,1,1,3,2,9096,6,1,3,0,2.2,29,1,51,0,1223000
한성컴퓨터 TFG277,17,512,0,16,1,12454,6,17.3,1,1,3,2,14170,8,1,3,0,2.52,27.5,1,46.74,0,1878000
삼성전자 노트북5 NT550EAA-K54A,13,128,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,896000
삼성전자 노트북5 NT550EAA-K54A,13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,894000
삼성전자 노트북5 NT550EAA-K54A,13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,998000
삼성전자 노트북5 NT550EAA-K54A,13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,949000
삼성전자 노트북5 NT550EAA-K54A,13,128,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,900000
삼성전자 노트북5 NT550EAA-K54A,13,128,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,988000
삼성전자 노트북5 NT550EAA-K54A,13,128,2048,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43,3,1137000
레노버 아이디어패드 S340-15IWL Platinum Edition,12,128,1024,8,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.69,17.9,1,52.5,3,760000
삼성전자 Odyssey NT800G5H-X78A,13,256,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66,3,1292000
삼성전자 Odyssey NT800G5H-X78A,13,512,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66,3,1464000
삼성전자 Odyssey NT800G5H-X78A,13,1024,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66,3,1977000
MSI GL시리즈 GL63 9SE,9,128,0,8,1,13723,6,15.6,1,1,3,2,12907,6,1,3,0,2.3,29.5,1,51,0,1493000
ASUS 비보북 S15 S530FN-BQ164T,3,256,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,3,0,1.8,18,1,42,3,856000
ASUS 비보북 S15 S530FN-BQ164T,3,512,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,3,0,1.8,18,1,42,3,935000
MSI GF시리즈 GF63 8RC-i7 파워팩 프로,9,256,0,16,1,12454,6,15.6,1,1,2,2,4727,4,1,2,0,1.77,21.7,0,51,0,1085000
한성컴퓨터 H58 DGA3,17,256,0,8,1,3518,4,15.6,1,1,2,0,1212,0,1,3,0,2.26,30.8,1,47,0,530000
한성컴퓨터 BossMonster X5967TW,17,256,0,8,1,13723,6,15.6,1,1,2,2,11472,6,1,3,0,2.1,32.4,1,48,3,1302000
삼성전자 Odyssey NT800G5M-X59M,13,128,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,3,1132000
삼성전자 Odyssey NT800G5M-X59M,13,256,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,3,1238000
삼성전자 Odyssey NT800G5M-X59M,13,512,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,3,1428000
삼성전자 Odyssey NT800G5M-X59M,13,128,512,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,3,1293000
삼성전자 Odyssey NT800G5M-X59M,13,128,1024,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,3,1306000
레노버 LEGION Y740-15ICHg BLADE 2070,12,256,1024,16,1,13723,6,15.6,1,1,3,2,11398,8,1,3,0,2.2,19.9,0,57,0,2099000
레노버 아이디어패드 S340-14IWL i5 Slim MX,12,256,0,4,1,7989,4,14,1,1,3,2,2142,2,1,2,0,1.4,17.9,1,52.5,0,585000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,128,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,819000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,256,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,830000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,512,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,892000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,1024,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,1209000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,128,512,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,869000
삼성전자 노트북5 metal NT550XAZ-AD5A,13,128,1024,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43,2,867000
레노버 아이디어패드 L340-17IRH i5 LEGEND W10,12,128,1024,4,1,3489,4,17.3,1,1,3,2,7841,4,1,2,1,2.5,25.3,0,45,3,1015000
MSI 프레스티지 PS42 8RC-i7 모던 리미티드 에디션 WIN10,9,256,0,8,1,8290,4,14,1,1,3,2,4727,4,1,2,0,1.19,15.9,1,50,3,1407000
한성컴퓨터 TFG256,17,512,0,16,1,12454,6,15.6,1,1,3,2,12907,6,1,3,0,2,23,1,46.74,0,1599000
한성컴퓨터 TFG175W,17,256,0,8,1,12454,6,17.3,1,1,3,2,6030,4,1,3,0,2.41,27.5,1,46.74,3,1177000
LG전자 2018 그램 14ZD980-LX10K,8,128,0,4,1,3154,2,14,1,1,2,0,717,0,1,2,0,1,16.5,1,72,0,770000
LG전자 2018 그램 14ZD980-LX10K,8,256,0,4,1,3154,2,14,1,1,2,0,717,0,1,2,0,1,16.5,1,72,0,809000
LG전자 2018 그램 14ZD980-LX10K,8,512,0,4,1,3154,2,14,1,1,2,0,717,0,1,2,0,1,16.5,1,72,0,845000
LG전자 2018 그램 14ZD980-LX10K,8,1024,0,4,1,3154,2,14,1,1,2,0,717,0,1,2,0,1,16.5,1,72,0,955000
삼성전자 노트북5 NT500R5Y-GD7A,13,256,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1047000
삼성전자 노트북5 NT500R5Y-GD7A,13,512,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,989000
삼성전자 노트북5 NT500R5Y-GD7A,13,1024,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1360000
삼성전자 노트북5 NT500R5Y-GD7A,13,256,512,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1027000
삼성전자 노트북5 NT500R5Y-GD7A,13,256,1024,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1061000
삼성전자 노트북5 NT500R5Y-GD7A,13,512,512,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1090000
삼성전자 노트북5 NT500R5Y-GD7A,13,512,1024,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43,2,1090000
MSI GL시리즈 GL73 8SE,9,128,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33,1,51,0,1568000
MSI GL시리즈 GL73 8SE,9,256,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33,1,51,0,1558000
MSI GL시리즈 GL73 8SE,9,512,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33,1,51,0,1810000
MSI GL시리즈 GL73 8SE,9,1024,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33,1,51,0,1868000
MSI GT시리즈 GT75 Titan 9SG,9,1024,1024,32,1,17520,8,17.3,4,1,3,2,15571,8,1,3,0,4.56,58,1,90,3,5298000
삼성전자 Odyssey NT800G5W-GD7A,13,256,0,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,2,1144000
삼성전자 Odyssey NT800G5W-GD7A,13,512,0,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,2,1290000
삼성전자 Odyssey NT800G5W-GD7A,13,1024,0,8,1,8133,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,2,1490000
삼성전자 Odyssey NT800G5W-GD7A,13,256,1024,8,1,8133,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43,2,1230000
한성컴퓨터 U38 ForceRecon 6457S,17,256,0,4,1,7677,4,13.3,1,1,2,0,1057,0,1,1,0,1.39,22.4,1,36,0,569000
삼성전자 2018 노트북 Pen NT930QAA-K39A,13,256,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1146000
삼성전자 2018 노트북 Pen NT930QAA-K39A,13,512,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1235000
삼성전자 2018 노트북 Pen NT930QAA-K39A,13,1024,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1309000
삼성전자 2018 노트북 Pen NT930QAA-K39A,13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1,16.5,1,39,3,1889000
ASUS 비보북 X510UA-BQ492,3,128,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42,0,529000
ASUS 비보북 X510UA-BQ492,3,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42,0,625000
ASUS 비보북 X510UA-BQ492,3,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42,0,650000
레노버 씽크패드 X390 20Q0S03C00,12,256,0,8,1,7989,4,13.3,1,1,3,0,1057,0,1,3,0,1.29,16.9,1,53.1,3,1360000
레노버 씽크패드 T590 20N4S01Y00,12,256,0,8,1,8942,4,15.6,1,1,3,0,1057,0,0,3,0,1.75,19.95,0,53.1,3,1342000
ASUS 비보북 S410UQ-EB067T,3,128,0,8,1,8290,4,14,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42,3,799000
ASUS 비보북 S410UQ-EB067T,3,256,0,8,1,8290,4,14,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42,3,969000
ASUS 비보북 S410UQ-EB067T,3,512,0,8,1,8290,4,14,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42,3,1000000
MSI 프레스티지 PS42 모던 8MO-i7,9,256,0,8,1,8942,4,14,1,1,3,0,1057,0,1,2,0,1.19,15.9,1,50,0,896000
MSI GL시리즈 GL73 8RE-i7 얼티밋 파워팩 프로,9,256,1024,16,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33,1,51,0,1434000
한성컴퓨터 ES58K BossMonster ULTRA,17,256,0,8,1,9496,4,15.6,1,1,2,2,9096,6,1,2,1,2.1,20,1,55,0,883000
레노버 아이디어패드 S540-14 Mighty i5,12,256,0,8,1,7989,4,14,1,1,3,2,2629,2,1,2,0,1.45,15.9,1,45,0,720000
MSI GP시리즈 GP75 Leopard 9SD 피버,9,128,0,8,1,13723,6,17.3,1,1,3,2,11472,6,1,3,0,2.6,29,1,51,0,1381000
삼성전자 2018 노트북9 Always NT900X3V-A58A,13,256,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1130000
삼성전자 2018 노트북9 Always NT900X3V-A58A,13,512,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1133000
삼성전자 2018 노트북9 Always NT900X3V-A58A,13,1024,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1221000
삼성전자 2018 노트북9 Always NT900X3V-A58A,13,2048,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1,14.9,1,75,2,1893000
삼성전자 2018 노트북 Pen NT930QAA-K30WA,13,256,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39,3,1143000
삼성전자 2018 노트북 Pen NT930QAA-K30WA,13,512,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39,3,1225000
삼성전자 2018 노트북 Pen NT930QAA-K30WA,13,1024,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39,3,1395000
삼성전자 2018 노트북 Pen NT930QAA-K30WA,13,2048,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39,3,2570000
MSI GP시리즈 GP73 Leopard 8RE,9,128,0,8,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33,1,51,0,1142000
MSI GP시리즈 GP73 Leopard 8RE,9,128,1024,8,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33,1,51,0,1258000
삼성전자 노트북5 NT500R5W-XD7S,13,256,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1052000
삼성전자 노트북5 NT500R5W-XD7S,13,512,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1135000
삼성전자 노트북5 NT500R5W-XD7S,13,1024,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1296000
삼성전자 노트북5 NT500R5W-XD7S,13,256,512,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1077000
삼성전자 노트북5 NT500R5W-XD7S,13,256,1024,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1096000
삼성전자 노트북5 NT500R5W-XD7S,13,256,2048,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1170000
삼성전자 노트북5 NT500R5W-XD5S,13,128,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,926000
삼성전자 노트북5 NT500R5W-XD5S,13,256,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,873000
삼성전자 노트북5 NT500R5W-XD5S,13,512,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,958000
삼성전자 노트북5 NT500R5W-XD5S,13,1024,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,1183000
삼성전자 노트북5 NT500R5W-XD5S,13,128,512,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,854000
삼성전자 노트북5 NT500R5W-XD5S,13,128,1024,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43,0,876000
삼성전자 2018 노트북9 Always NT900X5Y-A59A,13,256,0,8,1,3489,2,15,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30,2,1181000
삼성전자 2018 노트북9 Always NT900X5Y-A59A,13,512,0,8,1,3489,2,15,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30,2,1273000
삼성전자 2018 노트북9 Always NT900X5Y-A59A,13,1024,0,8,1,3512,2,15,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30,2,1504000
레노버 YOGA 730-13IWL 81JR000QKR,12,256,0,8,1,7989,4,13.3,1,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1197000
한성컴퓨터 TFG2777 ALLIN,17,512,0,16,1,12454,6,17,1,1,3,2,14170,8,1,2,1,2.8,29,1,62,0,2137000
레노버 YOGA 730-15IWL 81JS002CKR,12,512,0,8,1,8942,4,15.6,1,1,2,2,4727,4,1,3,0,1.95,16.9,0,53.1,3,1649000
ASUS 비보북 S15 S530UA-BQ324,3,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.8,18,1,42,0,619000
APPLE 맥북프로 2018년형 MR9U2KH/A,2,256,0,8,1,11015,4,13.3,2,2,1,0,1965,0,0,2,0,1.37,14.9,0,58,1,1727000
레노버 YOGA 730-13IWL 81JR0004KR,12,512,0,16,1,8942,4,13.3,4,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1579000
