Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
1192,1.35Kg,두께:16.7mm,,,윈도우10 프로,색상: 블랙
1193,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1194,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1195,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1196,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1197,1.53Kg,두께:16.4mm,멀티 리더기,,윈도우10,"색상: 블랙, 그레이"
1198,1.1Kg,두께:13.6mm,,,윈도우10,색상: 골드
1199,1.1Kg,두께:13.6mm,,,윈도우10,색상: 골드
1200,2.89Kg,두께:30.15mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
1201,2.9Kg,두께:33mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1202,1.9Kg,두께:17.9mm,,82Wh,윈도우10,색상: 블랙
1203,1.8Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1204,2.3Kg,두께:24.2mm,,52.5Wh,운영체제 미포함,색상: 블랙
1205,2.0Kg,두께:23mm,,46Wh,운영체제 미포함,색상: 블랙
1206,2.0Kg,두께:23mm,,46Wh,운영체제 미포함,색상: 블랙
1207,1.8Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 블랙
1208,1.1Kg,두께:11.9mm,,,윈도우10,색상: 그레이
1209,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1210,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1211,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1212,2.3Kg,두께:24.2mm,,52.5Wh,윈도우10,색상: 블랙
1213,1.8Kg,두께:17.7mm,멀티 리더기,65Wh,윈도우10 프로,색상: 블랙
1214,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1215,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1216,2.6Kg,두께:29.5mm,멀티 리더기,65Wh,윈도우10,색상: 블랙
1217,1.8Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 골드
1218,1.7Kg,두께:19.4mm,멀티 리더기,42Wh,윈도우10,색상: 그레이
1219,1.7Kg,두께:19.4mm,멀티 리더기,42Wh,윈도우10,색상: 그레이
1220,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 화이트
1221,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 화이트
1222,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 화이트
1223,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 화이트
1224,2.6Kg,두께:29.5mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
1225,2.0Kg,두께:23mm,멀티 리더기,46.74Wh,윈도우10,색상: 블랙
1226,1.43Kg,두께:18.2mm,멀티 리더기,51Wh,윈도우10 프로,색상: 블랙
1227,2.03Kg,두께:19.9mm,,65Wh,윈도우10,색상: 블랙
1228,2.03Kg,두께:19.9mm,,65Wh,윈도우10,색상: 블랙
1229,2.6Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1230,1.98Kg,두께:24.8mm,,43Wh,윈도우10,색상: 블랙
1231,1.98Kg,두께:24.8mm,,43Wh,윈도우10,색상: 블랙
1232,1.98Kg,두께:24.8mm,,43Wh,윈도우10,색상: 블랙
1233,1.98Kg,두께:24.8mm,,43Wh,윈도우10,색상: 블랙
1234,1.7Kg,두께:17.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1235,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1236,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1237,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1238,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1239,1.7~2.0Kg,두께:17.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1240,1.43Kg,두께:18.2mm,멀티 리더기,51Wh,윈도우10 프로,색상: 블랙
1241,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
1242,1.47Kg,두께:18.95mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 그레이, 블루, 화이트"
1243,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
1244,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1245,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1246,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1247,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1248,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1249,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1250,1.2Kg,두께:17.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 골드
1251,,두께:9.9mm,멀티 리더기,36Wh,윈도우10,색상: 블랙
1252,4.14Kg,두께:49mm,멀티 리더기,75Wh,윈도우10 프로,색상: 블랙
1253,2.3Kg,두께:24.2mm,,52.5Wh,윈도우10,색상: 블랙
1254,2.2Kg,두께:27mm,멀티 리더기,51Wh,윈도우10 프로,색상: 블랙
1255,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
1256,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 블랙
1257,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 블랙
1258,1.8Kg,두께:20.8mm,멀티 리더기,43Wh,운영체제 미포함,색상: 블랙
1259,1.9Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 블랙
1260,1.9Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 블랙
1261,1.9Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 블랙
1262,1.9Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 블랙
1263,1.9Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 블랙
1264,2.4Kg,두께:29.5mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1265,1.95Kg,두께:20.8mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
1266,1.95Kg,두께:20.8mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
