brand,SSD.cp,HDD.cp,RAM.cp,CPU.com,CPU.av,core num,screen size,resolution,DDR,SSD.kind,GPU.com,GPU.av,VRAM,HDMI,USB num,num keypad,weight,thickness,multireader,battery,operating system,price,buble
17,512,0,8,1,7989,4,15.6,1,1,2,0,1057,0,1,3,1,1.5,19.6,0,36.0,3,885000,2.0
12,0,1024,8,1,13723,4,15.6,1,1,0,2,7841,4,1,2,1,2.5,25.3,0,45.0,0,980000,2.0
17,256,0,8,1,13723,6,15.6,1,1,3,2,11472,6,1,3,0,2.0,23.0,1,46.0,3,1535000,0.0
17,256,0,8,1,13723,6,17.3,1,1,3,2,11472,6,1,2,1,2.5,22.0,1,62.0,0,1518000,0.0
12,256,0,8,1,8942,4,13.3,1,1,3,0,1057,0,1,3,0,1.29,16.9,1,53.1,3,1498000,0.0
13,256,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,1,43.0,2,1015000,1.0
13,512,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,1,43.0,2,1078000,2.0
13,1024,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,1,43.0,2,1185000,2.0
13,256,512,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,1,43.0,2,1046000,1.0
13,256,1024,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,1,43.0,2,1058000,1.0
13,256,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,921000,2.0
13,512,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1084000,2.0
13,1024,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1155000,2.0
13,2048,0,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1640000,2.0
13,256,512,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1092000,0.0
13,256,1024,4,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1013000,2.0
12,512,0,16,1,8290,4,13.3,1,1,3,0,1057,0,1,3,0,1.43,18.2,1,51.0,3,2035000,0.0
9,256,0,8,1,12454,6,15.6,1,1,3,2,11355,8,1,3,0,2.49,29.5,1,51.0,3,1395000,1.0
9,256,0,8,1,12454,6,17.3,1,1,3,2,9096,6,1,4,0,2.43,19.6,1,51.0,0,1279000,2.0
9,256,0,8,1,8942,4,14.0,1,1,3,2,2629,2,1,2,0,1.19,15.9,1,50.0,0,1089000,0.0
12,128,0,4,1,12454,6,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45.0,3,859000,1.0
12,128,1024,4,1,12454,6,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45.0,3,909000,1.0
12,128,0,4,1,7677,4,14.0,1,1,3,0,1057,0,1,2,0,1.47,18.95,1,52.5,3,615000,2.0
12,512,0,16,1,8942,4,13.3,4,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1576000,2.0
9,256,0,8,1,12454,6,15.6,1,1,3,2,12907,6,1,3,1,2.6,29.5,1,51.0,0,1697000,1.0
9,256,0,16,1,13723,6,17.3,1,1,3,2,7841,4,1,2,1,2.2,23.1,1,51.0,3,1444000,0.0
13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43.0,2,794000,2.0
13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43.0,2,962000,0.0
13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43.0,2,1050000,0.0
13,256,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43.0,2,895000,0.0
13,256,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,0,1.9,19.9,0,43.0,2,915000,0.0
9,128,0,8,1,12454,6,17.3,1,1,3,2,11472,6,1,3,0,2.9,33.0,1,51.0,0,1253000,2.0
13,256,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,882000,2.0
13,512,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,975000,2.0
13,1024,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,1201000,2.0
13,2048,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,1705000,2.0
13,256,512,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,943000,2.0
13,256,1024,8,1,7989,4,15.6,1,1,3,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,948000,1.0
13,256,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43.0,0,1163000,2.0
13,512,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43.0,0,1399000,1.0
13,1024,1024,8,1,3977,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43.0,0,1592000,1.0
13,2048,1024,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.5,28.2,1,43.0,0,2130000,2.0
12,256,0,8,1,8290,4,14.0,1,1,3,0,1057,0,1,2,0,1.47,18.95,1,52.5,0,729000,2.0
13,256,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,968000,2.0
13,512,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,1369940,0.0
13,1024,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,1342000,0.0
13,2048,0,8,1,3489,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,2582000,0.0
12,256,0,8,1,13723,6,15.6,1,1,3,2,11472,6,1,2,1,2.3,26.0,0,57.0,3,1436000,0.0
17,256,0,8,1,12454,6,15.6,1,1,2,2,6030,4,1,3,0,1.87,19.0,1,62.32,3,1064000,2.0
13,256,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1290000,0.0
13,512,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1328000,1.0
13,1024,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1450000,0.0
13,2048,0,8,1,8290,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1970000,2.0
13,256,0,8,1,3489,2,15.0,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66.0,0,1173000,0.0
13,512,0,8,1,3489,2,15.0,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66.0,0,1351000,0.0
13,1024,0,8,1,3489,2,15.0,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66.0,0,1569000,0.0
12,256,0,8,1,7989,4,15.6,1,1,3,2,2629,2,1,2,1,1.8,16.9,1,45.0,0,747000,1.0
12,128,0,4,1,3194,2,14.0,1,1,3,0,779,0,1,2,0,1.65,17.9,1,45.0,3,565000,0.0
13,256,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,960000,2.0
13,512,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,1142000,2.0
13,1024,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,1259000,1.0
13,2048,0,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,2068000,0.0
13,256,512,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,1135000,0.0
13,256,1024,4,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,3,1175000,0.0
6,512,1024,32,1,8290,4,15.6,1,1,2,0,1057,0,1,3,0,2.1,20.8,1,48.0,3,1614000,2.0
13,256,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1050000,2.0
13,512,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1230000,1.0
13,1024,0,8,1,3604,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1285000,2.0
13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,2549000,0.0
17,256,0,8,1,5200,2,15.6,1,1,2,2,4727,4,1,3,0,2.34,31.7,1,47.0,3,805000,2.0
12,128,0,4,1,12454,6,17.3,1,1,3,2,4727,4,1,2,1,2.8,24.9,1,45.0,0,845000,0.0
9,256,0,8,1,7989,4,15.6,1,1,3,2,7841,4,1,3,0,1.6,15.9,1,82.0,0,1296000,0.0
13,256,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1093000,2.0
13,512,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1223000,2.0
13,1024,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1380000,0.0
13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,2289000,0.0
12,128,0,4,1,9496,4,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45.0,3,750000,2.0
12,128,1024,4,1,9496,4,15.6,1,1,3,2,4727,4,1,2,1,2.2,22.9,1,45.0,3,798000,2.0
9,512,1024,16,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33.0,1,51.0,0,1843000,0.0
9,256,0,8,1,12454,6,17.3,1,1,3,2,12977,8,1,3,1,2.25,18.95,1,82.0,3,3218000,0.0
9,256,1024,16,1,12454,6,15.6,1,1,3,2,9096,6,1,3,0,2.2,29.0,1,51.0,0,1223000,2.0
17,512,0,16,1,12454,6,17.3,1,1,3,2,14170,8,1,3,0,2.52,27.5,1,46.74,0,1878000,2.0
13,128,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,896000,0.0
13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,894000,1.0
13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,998000,2.0
13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,949000,2.0
13,128,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,900000,2.0
13,128,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,988000,1.0
13,128,2048,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,3,1137000,0.0
12,128,1024,8,1,7989,4,15.6,1,1,3,0,1057,0,1,2,1,1.69,17.9,1,52.5,3,760000,2.0
13,256,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66.0,3,1292000,1.0
13,512,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66.0,3,1464000,1.0
13,1024,0,8,1,4430,4,15.6,1,1,3,2,9096,6,1,2,1,2.62,30.85,1,66.0,3,1977000,0.0
9,128,0,8,1,13723,6,15.6,1,1,3,2,12907,6,1,3,0,2.3,29.5,1,51.0,0,1493000,2.0
3,256,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,3,0,1.8,18.0,1,42.0,3,856000,2.0
3,512,0,8,1,7989,4,15.6,1,1,3,2,2204,2,1,3,0,1.8,18.0,1,42.0,3,935000,2.0
9,256,0,16,1,12454,6,15.6,1,1,2,2,4727,4,1,2,0,1.77,21.7,0,51.0,0,1085000,1.0
17,256,0,8,1,3518,4,15.6,1,1,2,0,1212,0,1,3,0,2.26,30.8,1,47.0,0,530000,2.0
17,256,0,8,1,13723,6,15.6,1,1,2,2,11472,6,1,3,0,2.1,32.4,1,48.0,3,1302000,0.0
13,128,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,3,1132000,2.0
13,256,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,3,1238000,0.0
13,512,0,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,3,1428000,1.0
13,128,512,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,3,1293000,0.0
13,128,1024,8,1,3489,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,3,1306000,0.0
12,256,1024,16,1,13723,6,15.6,1,1,3,2,11398,8,1,3,0,2.2,19.9,0,57.0,0,2099000,0.0
12,256,0,4,1,7989,4,14.0,1,1,3,2,2142,2,1,2,0,1.4,17.9,1,52.5,0,585000,1.0
13,128,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,819000,2.0
13,256,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,830000,2.0
13,512,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,892000,2.0
13,1024,0,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,1209000,0.0
13,128,512,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,869000,1.0
13,128,1024,8,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,1,43.0,2,867000,2.0
12,128,1024,4,1,3489,4,17.3,1,1,3,2,7841,4,1,2,1,2.5,25.3,0,45.0,3,1015000,0.0
9,256,0,8,1,8290,4,14.0,1,1,3,2,4727,4,1,2,0,1.19,15.9,1,50.0,3,1407000,0.0
17,512,0,16,1,12454,6,15.6,1,1,3,2,12907,6,1,3,0,2.0,23.0,1,46.74,0,1599000,2.0
17,256,0,8,1,12454,6,17.3,1,1,3,2,6030,4,1,3,0,2.41,27.5,1,46.74,3,1177000,2.0
8,128,0,4,1,3154,2,14.0,1,1,2,0,717,0,1,2,0,1.0,16.5,1,72.0,0,770000,2.0
8,256,0,4,1,3154,2,14.0,1,1,2,0,717,0,1,2,0,1.0,16.5,1,72.0,0,809000,2.0
8,512,0,4,1,3154,2,14.0,1,1,2,0,717,0,1,2,0,1.0,16.5,1,72.0,0,845000,2.0
8,1024,0,4,1,3154,2,14.0,1,1,2,0,717,0,1,2,0,1.0,16.5,1,72.0,0,955000,2.0
13,256,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1047000,0.0
13,512,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,989000,2.0
13,1024,0,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1360000,0.0
13,256,512,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1027000,2.0
13,256,1024,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1061000,1.0
13,512,512,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1090000,1.0
13,512,1024,8,1,8290,4,15.6,1,1,2,2,2204,2,1,2,1,1.86,20.85,1,43.0,2,1090000,2.0
9,128,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33.0,1,51.0,0,1568000,2.0
9,256,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33.0,1,51.0,0,1558000,2.0
9,512,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33.0,1,51.0,0,1810000,0.0
9,1024,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,0,2.9,33.0,1,51.0,0,1868000,0.0
9,1024,1024,32,1,17520,8,17.3,4,1,3,2,15571,8,1,3,0,4.56,58.0,1,90.0,3,5298000,0.0
13,256,0,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,2,1144000,0.0
13,512,0,8,1,4430,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,2,1290000,0.0
13,1024,0,8,1,8133,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,2,1490000,1.0
13,256,1024,8,1,8133,4,15.6,1,1,3,2,4727,4,1,2,1,2.38,28.2,1,43.0,2,1230000,0.0
17,256,0,4,1,7677,4,13.3,1,1,2,0,1057,0,1,1,0,1.39,22.4,1,36.0,0,569000,2.0
13,256,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1146000,0.0
13,512,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1235000,1.0
13,1024,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1309000,2.0
13,2048,0,8,1,3518,2,13.3,1,1,3,0,930,0,1,2,0,1.0,16.5,1,39.0,3,1889000,2.0
3,128,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42.0,0,529000,2.0
3,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42.0,0,625000,1.0
3,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.7,19.4,1,42.0,0,650000,2.0
12,256,0,8,1,7989,4,13.3,1,1,3,0,1057,0,1,3,0,1.29,16.9,1,53.1,3,1360000,1.0
12,256,0,8,1,8942,4,15.6,1,1,3,0,1057,0,0,3,0,1.75,19.95,0,53.1,3,1342000,0.0
3,128,0,8,1,8290,4,14.0,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42.0,3,799000,2.0
3,256,0,8,1,8290,4,14.0,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42.0,3,969000,0.0
3,512,0,8,1,8290,4,14.0,1,1,2,2,1362,2,1,3,0,1.43,18.8,1,42.0,3,1000000,2.0
9,256,0,8,1,8942,4,14.0,1,1,3,0,1057,0,1,2,0,1.19,15.9,1,50.0,0,896000,2.0
9,256,1024,16,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33.0,1,51.0,0,1434000,0.0
17,256,0,8,1,9496,4,15.6,1,1,2,2,9096,6,1,2,1,2.1,20.0,1,55.0,0,883000,2.0
12,256,0,8,1,7989,4,14.0,1,1,3,2,2629,2,1,2,0,1.45,15.9,1,45.0,0,720000,2.0
9,128,0,8,1,13723,6,17.3,1,1,3,2,11472,6,1,3,0,2.6,29.0,1,51.0,0,1381000,2.0
13,256,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1130000,2.0
13,512,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1133000,2.0
13,1024,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1221000,2.0
13,2048,0,8,1,7677,4,13.3,1,1,3,0,1057,0,1,2,0,1.0,14.9,1,75.0,2,1893000,1.0
13,256,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39.0,3,1143000,2.0
13,512,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39.0,3,1225000,2.0
13,1024,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39.0,3,1395000,2.0
13,2048,0,8,1,8473,2,13.3,1,1,3,0,1057,0,1,1,0,1.01,16.5,1,39.0,3,2570000,0.0
9,128,0,8,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33.0,1,51.0,0,1142000,2.0
9,128,1024,8,1,12454,6,17.3,1,1,2,2,9096,6,1,3,0,2.7,33.0,1,51.0,0,1258000,2.0
13,256,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1052000,1.0
13,512,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1135000,0.0
13,1024,0,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1296000,2.0
13,256,512,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1077000,1.0
13,256,1024,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1096000,0.0
13,256,2048,8,1,8133,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1170000,0.0
13,128,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,926000,0.0
13,256,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,873000,2.0
13,512,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,958000,2.0
13,1024,0,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,1183000,1.0
13,128,512,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,854000,2.0
13,128,1024,8,1,3489,2,15.6,1,1,2,2,1362,2,1,2,1,1.85,20.85,1,43.0,0,876000,1.0
13,256,0,8,1,3489,2,15.0,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30.0,2,1181000,0.0
13,512,0,8,1,3489,2,15.0,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30.0,2,1273000,1.0
13,1024,0,8,1,3512,2,15.0,1,1,3,0,930,0,1,3,0,0.98,14.9,1,30.0,2,1504000,0.0
12,256,0,8,1,7989,4,13.3,1,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1197000,2.0
17,512,0,16,1,12454,6,17.0,1,1,3,2,14170,8,1,2,1,2.8,29.0,1,62.0,0,2137000,0.0
12,512,0,8,1,8942,4,15.6,1,1,2,2,4727,4,1,3,0,1.95,16.9,0,53.1,3,1649000,0.0
3,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.8,18.0,1,42.0,0,619000,1.0
2,256,0,8,1,11015,4,13.3,2,2,1,0,1965,0,0,2,0,1.37,14.9,0,58.0,1,1727000,2.0
12,512,0,16,1,8942,4,13.3,4,1,2,0,1057,0,0,3,0,1.21,13.9,0,53.1,3,1579000,2.0
17,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,3,0,1.97,22.0,1,32.0,0,558000,2.0
9,256,0,8,1,8290,4,14.0,1,1,3,2,4727,4,1,2,0,1.19,15.9,1,50.0,3,1340000,1.0
17,256,0,8,1,4022,6,15.6,1,1,3,2,9096,6,1,2,1,2.7,30.0,1,62.0,0,978000,2.0
12,256,0,8,1,13723,6,15.6,1,1,3,2,11472,6,1,2,1,2.3,26.0,0,57.0,3,1330000,2.0
2,256,0,8,1,4022,2,13.3,2,2,1,0,793,0,0,2,0,1.25,15.6,0,53.1,1,1400000,0.0
12,256,0,8,1,13723,6,15.6,1,1,3,2,12907,6,1,2,1,2.3,26.0,0,57.0,0,1464000,2.0
12,256,0,8,1,7989,4,14.0,1,1,3,2,2142,2,1,2,0,1.65,17.9,1,45.0,3,1097000,0.0
9,128,0,8,1,9496,4,15.6,1,1,2,2,4727,4,1,2,0,1.77,21.7,0,51.0,0,845000,2.0
12,256,0,8,1,13723,6,17.3,1,1,3,2,11472,6,1,2,1,2.84,26.0,0,57.0,0,1330000,2.0
17,256,0,8,1,13723,6,15.6,1,1,3,2,11472,6,1,3,0,1.89,19.0,0,62.3,3,1474000,0.0
17,256,0,8,1,4022,6,17.3,1,1,2,2,4727,3,1,3,0,2.6,30.7,1,47.0,0,942000,2.0
13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,960000,0.0
13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1146000,0.0
13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1279000,0.0
13,256,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1012000,1.0
13,256,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.6,0,43.0,3,1032000,1.0
13,256,0,8,1,4022,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,1007000,0.0
13,512,0,8,1,4022,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,1199000,2.0
13,1024,0,8,1,4022,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,1479000,0.0
13,2048,0,8,1,4022,2,13.3,1,1,3,0,930,0,1,2,0,0.8,13.9,1,30.0,2,2374000,2.0
13,128,0,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,897000,1.0
13,256,0,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,919000,0.0
13,512,0,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,1000000,1.0
13,1024,0,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,1209000,2.0
13,128,512,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,942000,1.0
13,128,1024,8,1,7677,4,15.6,1,1,2,2,2204,2,1,2,1,1.9,19.6,0,43.0,2,966000,0.0
9,256,0,8,1,12454,6,17.3,1,1,3,2,12907,6,1,3,1,2.25,18.95,1,82.0,0,2032000,0.0
17,256,0,8,1,12454,6,16.0,1,1,3,2,12907,6,1,2,1,2.2,20.0,1,62.0,0,1439000,2.0
9,128,0,8,1,8290,4,14.0,1,1,2,2,2204,2,1,2,0,1.19,15.9,1,50.0,3,1038000,2.0
9,128,0,8,1,12454,6,15.6,1,1,3,2,6030,4,1,2,0,1.77,21.7,0,51.0,0,928000,2.0
13,128,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,758000,2.0
13,256,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,890000,0.0
13,512,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,937000,0.0
13,1024,0,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,1009000,1.0
13,128,512,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,857000,0.0
13,128,1024,4,1,7677,4,15.6,1,1,2,0,1057,0,1,2,1,1.9,19.9,0,43.0,2,849000,0.0
12,256,0,8,1,8942,4,15.6,1,1,2,2,2142,2,1,2,1,1.69,17.9,1,52.5,3,895000,2.0
13,256,0,16,1,4022,2,15.0,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66.0,3,1314000,2.0
13,512,0,16,1,4022,2,15.0,1,1,2,2,1362,2,1,3,0,1.25,15.4,1,66.0,3,1515000,0.0
